,stock_code,ESG_2017_rel_date,ESG_2018_rel_date,ESG_2019_rel_date,ESG_2020_rel_date,ESG_2021_rel_date,ESG_2022_rel_date,ESG_2023_rel_date
263,01226.HK,16/10/2018,23/10/2019,21/10/2020,25/10/2021,19/08/2022,28/07/2023,
264,00290.HK,26/07/2017,27/07/2018,25/07/2019,23/07/2020,29/07/2021,28/07/2022,28/07/2023
265,00251.HK,23/07/2018,24/07/2019,22/07/2020,22/07/2021,31/05/2022,25/04/2023,
266,00645.HK,27/07/2018,26/07/2019,17/07/2020,07/09/2022,06/10/2022,20/07/2023,
267,00313.HK,26/07/2017,26/07/2018,29/07/2019,31/07/2020,29/07/2021,14/08/2022,28/07/2023
268,02899.HK,26/07/2018,24/07/2019,28/07/2020,14/05/2021,04/05/2022,28/04/2023,
269,03768.HK,25/07/2018,24/07/2019,17/04/2020,13/04/2021,08/04/2022,24/04/2023,
270,01028.HK,26/07/2018,26/07/2019,10/07/2020,23/07/2021,,26/04/2023,
271,00661.HK,20/07/2018,23/07/2019,14/08/2020,25/05/2021,23/05/2022,27/04/2023,
272,02326.HK,10/10/2018,27/09/2019,11/09/2020,16/08/2021,15/07/2022,14/07/2023,
273,01389.HK,26/07/2017,,27/06/2019,26/06/2020,25/06/2021,11/07/2022,06/07/2023
274,00599.HK,26/07/2017,24/07/2018,25/07/2019,27/07/2020,27/07/2022,27/07/2023,
275,02186.HK,25/07/2018,26/07/2019,23/07/2020,22/07/2021,31/05/2022,27/04/2023,
276,00745.HK,26/07/2017,20/09/2018,19/09/2019,30/07/2020,10/11/2021,25/08/2022,28/07/2023
277,00293.HK,03/07/2018,03/07/2019,26/06/2020,18/05/2021,24/05/2022,03/04/2023,
278,01246.HK,26/07/2017,27/07/2018,23/07/2019,21/07/2020,20/07/2021,12/08/2022,28/07/2023
279,01496.HK,26/07/2017,24/09/2018,26/09/2019,,28/09/2021,30/08/2022,25/07/2023
280,00558.HK,26/10/2018,23/10/2019,23/10/2020,25/10/2021,30/08/2022,25/07/2023,
281,06123.HK,25/07/2018,26/07/2019,27/07/2020,27/07/2021,30/05/2022,26/04/2023,
282,02727.HK,16/07/2018,08/07/2019,30/06/2020,23/07/2021,30/05/2022,26/04/2023,
283,00090.HK,24/07/2018,10/07/2019,20/07/2020,06/07/2021,30/05/2022,25/04/2023,
284,00521.HK,24/07/2018,31/07/2019,28/07/2020,20/07/2021,31/05/2022,28/04/2023,
285,00837.HK,15/07/2018,22/07/2019,16/07/2020,16/07/2021,30/05/2022,20/04/2023,
286,01958.HK,24/07/2018,22/07/2019,17/07/2020,,,,
287,00498.HK,25/07/2017,26/07/2018,24/07/2019,28/07/2020,,,27/07/2023
288,00123.HK,21/05/2018,09/07/2019,30/06/2020,29/06/2021,30/05/2022,24/04/2023,
289,01252.HK,25/07/2018,26/07/2019,28/07/2020,23/07/2021,27/05/2022,27/04/2023,
290,00154.HK,25/07/2018,25/07/2019,30/06/2020,31/05/2021,31/05/2022,27/04/2023,
291,00258.HK,23/07/2018,23/07/2019,13/07/2020,28/07/2021,27/05/2022,26/04/2023,
292,00604.HK,19/07/2018,19/07/2019,20/07/2020,27/07/2021,31/05/2022,27/04/2023,
293,00385.HK,25/07/2018,25/07/2019,27/07/2020,29/07/2021,31/05/2022,26/04/2023,
294,01556.HK,25/07/2018,25/07/2019,27/07/2020,29/07/2021,31/05/2022,26/04/2023,
295,06888.HK,25/07/2018,26/07/2019,02/07/2020,25/06/2021,31/05/2022,27/04/2023,
296,01689.HK,25/07/2017,19/07/2019,24/04/2020,27/04/2021,29/04/2022,28/04/2023,
297,00672.HK,18/07/2018,12/07/2019,24/07/2020,05/07/2021,26/05/2022,19/04/2023,
298,00836.HK,10/07/2018,21/06/2019,08/05/2020,29/04/2021,28/04/2022,27/04/2023,
299,00981.HK,25/07/2018,26/07/2019,22/07/2020,26/07/2021,31/05/2022,28/03/2023,
300,00124.HK,17/07/2018,03/06/2019,22/05/2020,21/05/2021,30/05/2022,26/04/2023,
301,01321.HK,18/07/2018,12/07/2019,24/07/2020,05/07/2021,26/05/2022,19/04/2023,
302,01173.HK,25/07/2017,25/10/2018,25/10/2019,29/10/2020,26/10/2021,31/08/2022,28/07/2023
303,00371.HK,09/07/2018,28/06/2019,29/05/2020,28/05/2021,31/05/2022,26/04/2023,
304,00520.HK,17/07/2018,03/07/2019,29/04/2020,30/04/2021,29/04/2022,17/04/2023,
305,00845.HK,,,13/08/2020,28/07/2021,31/05/2022,27/04/2023,
306,00425.HK,23/07/2018,23/07/2019,22/07/2020,23/07/2021,31/05/2022,27/04/2023,
307,00377.HK,10/08/2018,31/07/2019,31/07/2020,31/05/2021,31/05/2022,27/04/2023,
308,01138.HK,25/07/2018,26/07/2019,16/06/2020,09/07/2021,30/05/2022,25/04/2023,
309,00702.HK,26/07/2018,26/07/2019,31/07/2020,22/07/2021,31/05/2022,24/04/2023,
310,00686.HK,13/07/2018,29/07/2019,29/09/2020,17/05/2021,26/05/2022,24/04/2023,
311,01115.HK,26/07/2018,26/04/2019,29/07/2020,30/07/2021,31/05/2022,28/04/2023,
312,00731.HK,25/07/2017,30/07/2018,30/07/2019,31/12/2021,31/12/2021,27/04/2023,
313,06196.HK,18/07/2018,28/06/2019,09/07/2020,30/03/2021,30/03/2022,11/04/2023,
314,02281.HK,,,24/04/2020,26/04/2021,27/04/2022,26/04/2023,
315,02238.HK,20/07/2018,16/07/2019,25/05/2020,12/05/2021,31/03/2022,28/04/2023,
316,00493.HK,27/07/2018,12/07/2019,29/07/2020,30/07/2021,28/04/2022,11/08/2023,
317,01110.HK,19/07/2018,22/07/2019,17/07/2020,22/07/2021,30/05/2022,21/04/2023,
318,01375.HK,19/07/2018,17/07/2019,28/04/2020,23/04/2021,19/04/2022,17/04/2023,
319,01798.HK,25/04/2018,29/04/2019,29/04/2020,29/04/2021,29/04/2022,28/04/2023,
320,01250.HK,26/07/2018,26/07/2019,28/07/2020,26/07/2021,13/05/2022,26/04/2023,
321,01338.HK,,18/07/2019,26/05/2020,28/05/2021,20/05/2022,27/04/2023,
322,00034.HK,24/07/2018,24/07/2019,21/07/2020,05/07/2021,30/05/2022,25/04/2023,
323,01202.HK,07/05/2018,26/04/2019,23/04/2020,26/04/2021,20/04/2022,21/04/2023,
324,00518.HK,24/07/2017,27/07/2018,29/07/2019,29/07/2020,08/10/2021,27/07/2022,27/07/2023
325,00910.HK,08/08/2018,27/06/2019,13/07/2020,30/06/2021,23/05/2022,27/04/2023,
326,02031.HK,27/07/2018,26/07/2019,29/07/2020,28/07/2021,28/07/2022,28/07/2023,
327,01050.HK,24/10/2018,23/10/2019,28/10/2020,18/10/2021,31/08/2022,28/07/2023,
328,03969.HK,23/07/2018,16/07/2019,25/03/2020,26/03/2021,25/03/2022,23/03/2023,
329,01201.HK,20/07/2018,26/07/2019,15/09/2020,12/07/2021,31/05/2022,27/04/2023,
330,01963.HK,20/07/2018,31/07/2019,24/07/2020,30/03/2021,31/03/2022,30/03/2023,
331,01569.HK,16/07/2018,15/07/2019,21/07/2020,21/07/2021,30/05/2022,28/04/2023,
332,00899.HK,24/07/2017,26/09/2018,26/09/2019,07/09/2020,10/09/2021,26/08/2022,21/07/2023
333,00096.HK,25/07/2018,29/07/2019,29/07/2020,27/07/2021,31/05/2022,28/04/2023,
334,01889.HK,29/06/2018,30/07/2019,29/10/2021,29/10/2021,27/05/2022,28/04/2023,
335,06826.HK,19/07/2018,16/07/2019,22/04/2020,23/04/2021,26/04/2022,25/04/2023,
336,06858.HK,26/07/2018,25/07/2019,23/07/2020,29/07/2021,26/07/2022,25/07/2023,
337,03369.HK,14/05/2018,16/05/2019,29/04/2020,17/05/2021,28/04/2022,24/04/2023,
338,01239.HK,18/07/2018,26/07/2019,29/07/2020,27/07/2021,31/05/2022,28/04/2023,
339,01628.HK,26/04/2018,25/07/2019,17/07/2020,28/05/2021,25/04/2022,26/04/2023,
340,06882.HK,24/07/2018,26/07/2019,23/07/2020,22/07/2021,26/04/2022,26/04/2023,
341,06128.HK,06/07/2018,18/04/2019,11/05/2020,29/04/2021,28/04/2022,27/04/2023,
342,00637.HK,20/07/2018,,24/07/2020,12/07/2021,12/07/2022,07/07/2023,
343,02001.HK,23/04/2018,12/06/2019,15/07/2020,22/03/2021,27/01/2022,28/12/2023,
344,00444.HK,21/07/2017,24/07/2018,26/07/2019,23/07/2020,29/07/2021,11/08/2022,27/09/2023
345,01623.HK,27/06/2018,08/07/2019,17/06/2020,29/06/2021,12/05/2022,25/04/2023,
346,00921.HK,29/03/2018,28/03/2019,14/04/2020,30/03/2021,30/03/2022,27/04/2023,
347,00063.HK,18/07/2018,24/06/2019,13/07/2020,07/07/2021,30/05/2022,21/04/2023,
348,03816.HK,21/07/2017,20/07/2018,19/07/2019,23/07/2020,21/07/2021,22/07/2022,21/07/2023
349,03638.HK,21/07/2017,25/07/2018,19/07/2019,21/07/2020,26/07/2021,28/07/2022,24/07/2023
350,00320.HK,18/07/2018,11/07/2019,30/07/2020,15/07/2021,19/07/2022,24/07/2023,
351,00114.HK,21/07/2017,24/07/2018,22/07/2019,23/07/2020,22/07/2021,21/07/2022,27/07/2023
352,01647.HK,21/07/2017,16/07/2018,31/07/2019,31/07/2020,30/07/2021,28/07/2022,28/07/2023
353,03669.HK,26/07/2018,26/07/2019,22/07/2020,06/07/2021,22/04/2022,25/04/2023,
354,01057.HK,26/07/2018,29/07/2019,28/07/2020,21/07/2021,30/05/2022,20/04/2023,
355,00270.HK,18/07/2018,23/06/2019,26/06/2020,11/06/2021,30/05/2022,27/04/2023,
356,00397.HK,20/07/2018,23/07/2019,21/07/2020,23/07/2021,,27/04/2023,
357,02320.HK,23/04/2018,26/04/2019,22/04/2020,26/04/2021,04/08/2022,27/04/2023,
358,03398.HK,17/07/2018,15/07/2019,27/07/2020,28/07/2021,31/05/2022,27/04/2023,
359,03963.HK,20/07/2017,19/07/2018,18/07/2019,30/09/2020,28/09/2022,,27/07/2023
360,01685.HK,24/07/2018,25/07/2019,15/07/2020,15/06/2021,28/04/2022,28/04/2023,
361,06893.HK,27/07/2018,30/07/2019,30/07/2020,30/07/2021,28/07/2022,28/07/2023,
362,00110.HK,25/04/2018,,19/07/2020,29/04/2021,26/04/2022,26/04/2023,
363,01632.HK,20/07/2017,26/07/2018,23/07/2019,23/07/2020,28/07/2021,26/07/2022,27/07/2023
364,00865.HK,19/07/2018,14/06/2019,17/07/2020,16/07/2021,27/05/2022,26/04/2023,
365,00105.HK,26/07/2018,,23/07/2020,22/07/2021,21/07/2022,27/07/2023,
366,02280.HK,18/07/2018,12/07/2019,19/06/2020,31/05/2021,26/04/2022,27/04/2023,
367,00266.HK,26/07/2018,,23/07/2020,22/07/2021,21/07/2022,27/07/2023,
368,00768.HK,20/07/2017,19/07/2018,18/07/2019,16/07/2020,21/07/2021,21/07/2022,25/07/2023
369,01273.HK,20/07/2017,25/07/2018,24/07/2019,22/07/2020,21/07/2021,19/07/2022,20/07/2023
370,01314.HK,20/07/2017,18/10/2018,17/10/2019,17/09/2020,25/10/2021,13/07/2022,20/07/2023
371,00711.HK,24/07/2018,23/07/2019,21/07/2020,22/07/2021,20/07/2022,18/07/2023,
372,01527.HK,04/07/2018,10/06/2019,11/05/2020,17/05/2021,27/05/2022,28/04/2023,
373,00127.HK,17/07/2018,18/07/2019,21/07/2020,23/04/2021,26/04/2022,26/04/2023,
374,01170.HK,20/07/2017,19/07/2018,22/07/2019,17/07/2020,16/07/2021,18/07/2022,18/07/2023
375,01668.HK,20/07/2018,29/07/2019,,,26/07/2022,28/07/2023,
376,06122.HK,20/07/2018,28/04/2019,24/04/2020,26/04/2021,26/04/2022,26/04/2023,
377,00328.HK,20/07/2017,18/07/2018,18/07/2019,27/07/2020,29/07/2021,31/08/2022,31/07/2023
378,01176.HK,26/06/2018,29/04/2019,14/05/2020,29/04/2021,12/05/2022,27/04/2023,
379,00234.HK,20/07/2017,17/07/2018,18/07/2019,28/07/2020,22/07/2021,25/07/2022,19/07/2023
380,00579.HK,26/07/2018,02/07/2019,28/04/2020,12/07/2021,27/05/2022,27/04/2023,
381,03800.HK,12/07/2018,26/07/2019,29/04/2020,03/11/2021,31/05/2022,28/04/2023,
382,00631.HK,25/07/2018,05/07/2019,23/06/2020,14/07/2021,30/05/2022,26/04/2023,
383,01557.HK,19/07/2017,06/07/2018,12/07/2019,09/07/2020,28/07/2021,15/07/2022,20/07/2023
384,00094.HK,03/07/2018,15/07/2019,02/07/2020,04/06/2021,23/05/2022,25/04/2023,
385,02080.HK,19/07/2017,26/07/2018,,,22/07/2021,22/07/2022,25/07/2023
386,01051.HK,23/07/2018,23/07/2019,20/07/2020,16/07/2021,27/05/2022,26/04/2023,
387,00077.HK,18/07/2018,18/07/2019,17/07/2020,20/07/2021,,,
388,01918.HK,29/04/2018,29/04/2019,22/04/2020,15/04/2021,31/05/2022,27/04/2023,
389,00064.HK,18/07/2017,18/07/2018,17/07/2019,21/07/2020,20/07/2021,20/07/2022,19/07/2023
390,00228.HK,26/07/2018,25/07/2019,30/07/2020,15/06/2021,31/05/2022,24/04/2023,
391,01469.HK,18/07/2017,18/07/2018,17/07/2019,21/07/2020,20/07/2021,20/07/2022,19/07/2023
392,00970.HK,18/07/2017,30/07/2018,26/07/2019,23/07/2020,23/07/2021,26/07/2022,21/07/2023
393,00420.HK,05/07/2018,28/06/2019,30/06/2020,30/06/2021,27/05/2022,27/04/2023,
394,01458.HK,13/07/2018,23/07/2019,05/06/2020,18/05/2021,27/05/2022,27/04/2023,
395,01198.HK,22/06/2018,18/07/2019,21/07/2020,26/07/2021,31/05/2022,27/04/2023,
396,00088.HK,18/07/2017,17/07/2018,17/07/2019,15/07/2020,20/07/2021,20/07/2022,21/07/2023
397,00398.HK,18/07/2017,25/07/2018,18/07/2019,24/07/2020,26/07/2021,25/07/2022,20/07/2023
398,01508.HK,25/06/2018,25/04/2019,24/04/2020,26/04/2021,28/04/2022,26/04/2023,
399,01985.HK,18/07/2017,18/07/2018,22/07/2019,22/07/2020,22/07/2021,22/07/2022,13/07/2023
400,03689.HK,20/04/2018,23/04/2019,27/04/2020,28/04/2021,12/05/2022,26/04/2023,
401,00509.HK,24/07/2018,08/05/2019,26/05/2020,04/06/2021,20/05/2022,24/04/2023,
402,01231.HK,04/07/2018,19/07/2019,17/07/2020,12/07/2021,31/05/2022,25/04/2023,
403,00868.HK,26/07/2018,08/07/2019,10/07/2020,30/06/2021,31/05/2022,28/04/2023,
404,00601.HK,24/07/2018,08/05/2019,26/05/2020,04/06/2021,20/05/2022,24/04/2023,
405,01913.HK,25/05/2018,29/05/2019,19/05/2020,25/05/2021,13/05/2022,31/03/2023,
406,01137.HK,,17/04/2019,16/04/2020,20/04/2021,25/04/2022,26/04/2023,
407,00821.HK,28/06/2018,10/07/2019,09/07/2020,09/07/2021,03/05/2022,27/04/2023,
408,01122.HK,10/07/2018,10/07/2019,15/07/2020,09/07/2021,30/05/2022,13/04/2023,
409,00646.HK,20/07/2018,26/07/2019,29/04/2020,15/06/2021,26/05/2022,26/04/2023,
410,01606.HK,20/07/2018,26/07/2019,24/07/2020,31/05/2021,30/05/2022,31/03/2023,
411,01558.HK,26/07/2018,05/07/2019,22/07/2020,09/07/2021,20/05/2022,23/04/2023,
412,02009.HK,26/07/2018,19/07/2019,13/07/2020,01/06/2021,30/05/2022,18/04/2023,
413,01068.HK,09/07/2018,05/07/2019,17/07/2020,16/07/2021,27/05/2022,26/04/2023,
414,03396.HK,,,04/05/2020,29/04/2021,28/04/2022,28/04/2023,
415,00125.HK,31/08/2018,21/08/2019,20/08/2020,27/08/2021,26/08/2022,24/07/2023,
416,01109.HK,29/06/2018,26/06/2019,28/04/2020,28/04/2021,28/04/2022,27/04/2023,
417,06838.HK,16/07/2018,11/07/2019,22/07/2020,20/07/2021,26/05/2022,20/04/2023,
418,00345.HK,13/07/2018,16/07/2019,16/07/2020,14/07/2021,25/07/2022,20/07/2023,
419,01235.HK,14/07/2017,17/07/2018,16/07/2019,14/07/2020,19/07/2021,21/07/2022,20/07/2023
420,00989.HK,24/07/2018,25/07/2019,30/07/2020,26/07/2021,19/07/2022,24/07/2023,
421,02601.HK,19/07/2018,24/07/2019,16/06/2020,31/05/2021,22/04/2022,21/04/2023,
422,00019.HK,06/07/2018,10/07/2019,24/06/2020,28/06/2021,27/05/2022,06/04/2023,
423,00087.HK,06/07/2018,10/07/2019,24/06/2020,28/06/2021,27/05/2022,06/04/2023,
424,00142.HK,10/07/2018,12/07/2019,23/07/2020,30/04/2021,01/06/2022,27/04/2023,
425,00602.HK,13/07/2018,03/07/2019,22/07/2020,16/07/2021,30/05/2022,26/04/2023,
426,00416.HK,13/07/2018,06/12/2019,01/09/2020,05/07/2021,13/05/2022,,
427,01630.HK,14/07/2017,29/06/2018,08/07/2019,13/07/2020,12/07/2021,20/07/2022,20/07/2023
428,00451.HK,12/07/2018,25/07/2019,29/04/2020,21/04/2021,26/04/2022,28/04/2023,
429,02202.HK,26/06/2018,24/06/2019,16/06/2020,25/06/2021,23/05/2022,21/04/2023,
430,00018.HK,13/07/2017,12/07/2018,11/07/2019,09/07/2020,08/07/2021,14/07/2022,10/07/2023
431,00931.HK,26/04/2018,,25/07/2019,30/07/2021,,,25/07/2023
432,01718.HK,13/07/2017,18/07/2019,16/07/2020,16/08/2021,29/07/2022,27/07/2023,
433,00609.HK,09/07/2018,22/07/2019,15/07/2020,02/07/2021,31/05/2022,26/04/2023,
434,00178.HK,20/07/2018,19/07/2019,17/07/2020,16/07/2021,22/07/2022,18/07/2023,
435,02221.HK,13/07/2017,27/02/2019,18/07/2019,31/08/2021,03/09/2021,15/07/2022,24/07/2023
436,00181.HK,18/07/2018,17/07/2019,19/06/2020,31/05/2021,26/05/2022,27/04/2023,
437,00287.HK,23/07/2018,25/07/2019,23/07/2020,20/07/2021,,20/07/2023,
438,01881.HK,12/07/2018,11/07/2019,08/07/2020,14/07/2021,31/05/2022,17/04/2023,
439,00685.HK,12/07/2018,11/07/2019,24/07/2020,26/07/2021,,,
440,00262.HK,12/07/2017,31/08/2018,30/08/2019,28/08/2020,31/08/2021,31/08/2022,20/07/2023
441,00341.HK,11/07/2018,04/07/2019,06/07/2020,05/07/2021,05/07/2022,07/07/2023,
442,00138.HK,11/07/2018,09/07/2019,13/07/2020,16/07/2021,31/05/2022,26/04/2023,
443,00261.HK,11/07/2018,09/07/2019,13/07/2020,16/07/2021,31/05/2022,28/04/2023,
444,00968.HK,12/07/2018,08/07/2019,10/07/2020,18/06/2021,31/05/2022,28/04/2023,
445,01168.HK,25/07/2018,24/07/2019,10/07/2020,12/07/2021,31/05/2022,27/04/2023,
446,03839.HK,24/07/2018,09/07/2019,15/06/2020,31/05/2021,26/05/2022,25/04/2023,
447,00343.HK,11/07/2017,05/10/2018,12/09/2019,04/09/2020,13/09/2021,20/07/2022,18/07/2023
448,01617.HK,26/07/2018,19/06/2019,24/07/2020,27/07/2021,30/05/2022,27/04/2023,
449,00426.HK,11/07/2018,11/07/2019,29/07/2020,27/07/2021,18/07/2022,18/07/2023,
450,00139.HK,25/04/2018,29/04/2019,23/04/2020,16/04/2021,28/04/2022,27/04/2023,
451,00650.HK,11/07/2017,12/07/2018,18/07/2019,16/07/2020,20/07/2021,19/07/2022,26/07/2023
452,02223.HK,13/07/2018,11/07/2019,27/05/2020,31/05/2021,30/05/2022,12/04/2023,
453,00199.HK,30/07/2018,29/07/2019,28/07/2020,27/07/2021,26/07/2022,27/07/2023,
454,01184.HK,09/07/2018,08/07/2019,08/07/2020,30/06/2021,30/05/2022,17/04/2023,
455,01382.HK,11/07/2017,27/09/2019,18/09/2020,13/08/2021,22/08/2022,10/07/2023,
456,00912.HK,09/07/2018,09/07/2019,08/07/2020,13/07/2021,11/07/2022,10/07/2023,
457,00084.HK,11/07/2017,16/07/2018,16/07/2019,20/07/2020,15/07/2021,15/07/2022,21/07/2023
458,00079.HK,20/07/2018,24/07/2019,23/07/2020,19/07/2021,31/05/2022,27/04/2023,
459,01629.HK,20/07/2018,24/04/2019,15/05/2020,29/04/2021,12/05/2022,28/04/2023,
460,02236.HK,11/07/2018,12/07/2019,14/07/2020,03/06/2021,31/05/2022,25/04/2023,
461,02166.HK,13/04/2018,25/04/2019,22/04/2020,23/04/2021,,21/04/2023,
462,00438.HK,09/07/2018,18/04/2019,27/04/2020,21/04/2021,20/04/2022,21/04/2023,
463,00690.HK,19/06/2018,27/06/2019,17/07/2020,11/05/2021,07/04/2022,21/04/2023,
464,00405.HK,09/07/2018,05/07/2019,15/05/2020,21/05/2021,29/04/2022,25/04/2023,
465,00152.HK,12/07/2018,10/07/2019,30/06/2020,30/06/2021,30/05/2022,19/04/2023,
466,00480.HK,12/07/2018,15/07/2019,16/07/2020,20/07/2021,18/07/2022,11/07/2023,
467,01608.HK,20/07/2018,28/06/2019,20/07/2020,30/06/2021,29/04/2022,28/04/2023,
468,00950.HK,10/07/2018,11/07/2019,15/07/2020,16/07/2021,30/05/2022,21/04/2023,
469,03828.HK,04/07/2018,05/07/2019,04/06/2020,28/05/2021,27/05/2022,20/04/2023,
470,06816.HK,,28/07/2019,02/07/2020,29/06/2021,31/05/2022,28/04/2023,
471,00467.HK,01/06/2018,22/07/2019,22/07/2020,27/07/2021,31/05/2022,28/04/2023,
472,00171.HK,26/06/2018,24/06/2019,26/06/2020,31/05/2021,19/05/2022,27/04/2023,
473,00035.HK,10/07/2017,24/07/2018,30/07/2019,22/10/2020,15/09/2021,31/08/2022,25/07/2023
474,00163.HK,09/07/2018,02/07/2019,10/07/2020,12/07/2021,13/07/2022,20/07/2023,
475,00694.HK,19/07/2018,24/07/2019,20/07/2020,28/07/2021,30/05/2022,27/04/2023,
476,00296.HK,09/07/2018,02/07/2019,10/07/2020,12/07/2021,13/07/2022,20/07/2023,
477,00732.HK,20/07/2018,23/07/2019,24/07/2020,22/07/2021,30/05/2022,17/04/2023,
478,02128.HK,19/07/2018,22/07/2019,15/07/2020,11/06/2021,31/05/2022,18/04/2023,
479,01682.HK,09/07/2017,27/07/2018,11/10/2019,28/09/2020,16/08/2021,12/08/2022,27/07/2023
480,00611.HK,05/07/2018,10/07/2019,10/07/2020,12/07/2021,13/05/2022,24/04/2023,
481,00363.HK,09/07/2018,28/06/2019,10/07/2020,31/05/2021,18/05/2022,14/04/2023,
482,01884.HK,13/07/2018,16/07/2019,15/07/2020,14/07/2021,30/08/2022,27/07/2023,
483,00137.HK,09/07/2018,03/07/2019,30/06/2020,,,,
484,01476.HK,12/07/2018,27/06/2019,07/07/2020,20/07/2021,30/05/2022,13/04/2023,
485,00242.HK,10/07/2018,09/07/2019,27/04/2020,29/04/2021,28/04/2022,27/04/2023,
486,01323.HK,19/07/2018,18/10/2019,05/10/2020,24/09/2021,26/07/2022,10/07/2023,
487,00423.HK,06/07/2018,04/07/2019,03/07/2020,02/07/2021,08/07/2022,06/07/2023,
488,01585.HK,12/07/2018,22/07/2019,,27/04/2021,27/04/2022,26/04/2023,
489,03678.HK,28/06/2018,02/07/2019,22/06/2020,02/07/2021,17/05/2022,24/04/2023,
490,08195.HK,06/07/2017,28/09/2018,27/09/2019,05/10/2020,05/10/2021,30/06/2023,
491,01240.HK,28/06/2018,26/06/2019,26/06/2020,31/05/2021,30/05/2022,27/04/2023,
492,03996.HK,11/04/2018,18/06/2019,15/04/2020,12/04/2021,30/03/2022,30/03/2023,
493,06033.HK,25/07/2018,25/07/2019,30/07/2020,05/07/2021,22/07/2022,24/07/2023,
494,03866.HK,06/07/2018,04/06/2019,20/03/2020,30/03/2021,25/03/2022,31/03/2023,
495,01738.HK,12/07/2018,11/07/2019,10/07/2020,21/05/2021,26/05/2022,26/04/2023,
496,00560.HK,11/07/2018,11/07/2019,09/07/2020,30/06/2021,12/05/2022,27/04/2023,
497,01213.HK,24/08/2018,09/08/2019,28/08/2020,27/08/2021,15/07/2022,17/07/2023,
498,00353.HK,26/07/2018,17/07/2019,07/09/2020,23/12/2021,26/08/2022,31/07/2023,
499,03399.HK,27/07/2018,30/07/2019,27/07/2020,30/04/2021,29/04/2022,28/04/2023,
500,00927.HK,04/07/2018,27/06/2019,29/06/2020,05/07/2021,12/07/2022,12/07/2023,
501,00396.HK,10/07/2018,09/07/2019,16/07/2020,06/07/2021,15/06/2022,17/04/2023,
502,00274.HK,24/04/2018,09/07/2019,02/07/2020,30/04/2021,29/04/2022,28/04/2023,
503,02016.HK,08/05/2018,28/05/2019,29/03/2020,30/03/2021,29/03/2022,27/03/2023,
504,01185.HK,26/04/2018,29/04/2019,17/05/2020,31/08/2021,29/04/2022,28/04/2023,
505,08425.HK,03/07/2017,04/07/2018,03/07/2019,08/07/2020,26/07/2021,18/07/2022,28/06/2023
506,00334.HK,26/06/2018,11/07/2019,22/06/2020,23/06/2021,27/05/2022,27/04/2023,
507,08191.HK,28/06/2018,27/06/2019,29/06/2020,22/06/2021,31/05/2022,,
508,08132.HK,02/07/2017,28/09/2018,06/08/2020,25/09/2020,,29/06/2022,29/06/2023
509,00489.HK,29/06/2018,29/04/2019,13/05/2020,17/05/2021,25/05/2022,28/04/2023,
510,08128.HK,29/06/2018,01/07/2019,30/06/2020,28/05/2021,31/05/2022,04/10/2023,
511,08130.HK,30/06/2017,03/07/2018,02/09/2019,11/08/2020,16/08/2021,01/09/2022,02/07/2023
512,01112.HK,29/06/2018,24/06/2019,08/05/2020,08/04/2021,25/03/2022,03/04/2023,
513,08100.HK,15/06/2018,14/06/2019,18/06/2020,28/05/2021,29/04/2022,24/03/2023,
514,00245.HK,17/04/2018,30/04/2019,23/04/2020,26/04/2021,29/09/2022,28/04/2023,
515,01446.HK,24/07/2018,22/07/2019,23/07/2020,30/06/2021,20/05/2022,27/04/2023,
516,08270.HK,27/06/2018,26/06/2019,16/08/2020,31/05/2021,31/05/2022,02/04/2023,
517,00687.HK,19/07/2018,05/06/2019,29/06/2020,28/05/2021,14/04/2022,19/04/2023,
518,01303.HK,28/12/2018,28/06/2019,29/05/2020,28/05/2021,13/05/2022,18/04/2023,
519,00691.HK,31/12/2018,31/05/2019,30/06/2020,29/06/2021,31/05/2022,19/04/2023,
520,00547.HK,29/06/2018,25/07/2019,30/07/2020,27/07/2021,31/05/2022,27/04/2023,
521,00574.HK,25/07/2018,29/07/2019,01/09/2020,30/07/2021,,,
522,00393.HK,05/07/2018,11/07/2019,30/06/2020,12/07/2021,27/05/2022,20/04/2023,
523,08159.HK,22/06/2018,26/06/2019,25/08/2020,30/07/2021,31/05/2022,,
524,02380.HK,29/06/2018,28/06/2019,30/06/2020,01/06/2021,31/05/2022,28/04/2023,
525,00072.HK,29/06/2018,,,,,21/04/2023,
526,08113.HK,29/06/2018,28/06/2019,08/07/2020,30/06/2021,30/05/2022,29/03/2023,
527,01058.HK,04/07/2018,28/05/2019,21/05/2020,27/05/2021,20/05/2022,24/04/2023,
528,03377.HK,11/06/2018,11/06/2019,21/04/2020,20/04/2021,21/04/2022,17/04/2023,
529,02099.HK,29/06/2018,26/06/2019,29/06/2020,25/06/2021,27/05/2022,31/03/2023,
530,00663.HK,29/06/2018,11/07/2019,26/06/2020,23/07/2021,30/05/2022,28/04/2023,
531,00753.HK,29/06/2018,04/07/2019,14/07/2020,29/06/2021,27/05/2022,24/04/2023,
532,02039.HK,28/03/2018,28/03/2019,26/03/2020,29/03/2021,28/03/2022,28/03/2023,
533,01588.HK,09/07/2018,03/07/2019,15/07/2020,30/06/2021,24/05/2022,20/04/2023,
534,00762.HK,28/06/2018,26/06/2019,17/06/2020,31/05/2021,30/05/2022,24/04/2023,
535,00268.HK,02/07/2018,03/07/2019,09/06/2020,07/06/2021,26/04/2022,25/04/2023,
